BEEID,CONDITION,CNUM,CHOICE
30,MOTOR_DISCRETE,95,0
30,MOTOR_DISCRETE,96,1
30,MOTOR_DISCRETE,97,0
30,MOTOR_DISCRETE,98,1
30,MOTOR_DISCRETE,99,1
30,MOTOR_DISCRETE,100,0
31,MOTOR_DISCRETE,1,0
31,MOTOR_DISCRETE,2,0
31,MOTOR_DISCRETE,3,1
31,MOTOR_DISCRETE,4,0
31,MOTOR_DISCRETE,5,1
31,MOTOR_DISCRETE,6,0
31,MOTOR_DISCRETE,7,1
31,MOTOR_DISCRETE,8,1
31,MOTOR_DISCRETE,9,0
31,MOTOR_DISCRETE,10,1
31,MOTOR_DISCRETE,11,0
31,MOTOR_DISCRETE,12,1
31,MOTOR_DISCRETE,13,1
31,MOTOR_DISCRETE,14,1
31,MOTOR_DISCRETE,15,0
31,MOTOR_DISCRETE,16,1
31,MOTOR_DISCRETE,17,1
31,MOTOR_DISCRETE,18,0
31,MOTOR_DISCRETE,19,1
31,MOTOR_DISCRETE,20,0
31,MOTOR_DISCRETE,21,1
31,MOTOR_DISCRETE,22,1
31,MOTOR_DISCRETE,23,1
31,MOTOR_DISCRETE,24,0
31,MOTOR_DISCRETE,25,1
31,MOTOR_DISCRETE,26,0
31,MOTOR_DISCRETE,27,1
31,MOTOR_DISCRETE,28,1
31,MOTOR_DISCRETE,29,1
31,MOTOR_DISCRETE,30,0
31,MOTOR_DISCRETE,31,1
31,MOTOR_DISCRETE,32,0
31,MOTOR_DISCRETE,33,1
31,MOTOR_DISCRETE,34,0
31,MOTOR_DISCRETE,35,1
31,MOTOR_DISCRETE,36,1
31,MOTOR_DISCRETE,37,0
31,MOTOR_DISCRETE,38,1
31,MOTOR_DISCRETE,39,1
31,MOTOR_DISCRETE,40,0
31,MOTOR_DISCRETE,41,1
31,MOTOR_DISCRETE,42,0
31,MOTOR_DISCRETE,43,0
31,MOTOR_DISCRETE,44,1
31,MOTOR_DISCRETE,45,0
31,MOTOR_DISCRETE,46,1
31,MOTOR_DISCRETE,47,0
31,MOTOR_DISCRETE,48,1
31,MOTOR_DISCRETE,49,0
31,MOTOR_DISCRETE,50,1
31,MOTOR_DISCRETE,51,1
31,MOTOR_DISCRETE,52,0
31,MOTOR_DISCRETE,53,0
31,MOTOR_DISCRETE,54,0
31,MOTOR_DISCRETE,55,1
31,MOTOR_DISCRETE,56,0
31,MOTOR_DISCRETE,57,0
31,MOTOR_DISCRETE,58,0
31,MOTOR_DISCRETE,59,1
31,MOTOR_DISCRETE,60,0
31,MOTOR_DISCRETE,61,1
31,MOTOR_DISCRETE,62,0
31,MOTOR_DISCRETE,63,0
31,MOTOR_DISCRETE,64,1
31,MOTOR_DISCRETE,65,0
31,MOTOR_DISCRETE,66,0
31,MOTOR_DISCRETE,67,1
31,MOTOR_DISCRETE,68,0
31,MOTOR_DISCRETE,69,1
31,MOTOR_DISCRETE,70,0
31,MOTOR_DISCRETE,71,1
31,MOTOR_DISCRETE,72,0
31,MOTOR_DISCRETE,73,1
31,MOTOR_DISCRETE,74,0
31,MOTOR_DISCRETE,75,1
31,MOTOR_DISCRETE,76,0
31,MOTOR_DISCRETE,77,1
31,MOTOR_DISCRETE,78,0
31,MOTOR_DISCRETE,79,0
31,MOTOR_DISCRETE,80,1
31,MOTOR_DISCRETE,81,1
31,MOTOR_DISCRETE,82,0
31,MOTOR_DISCRETE,83,0
31,MOTOR_DISCRETE,84,0
31,MOTOR_DISCRETE,85,1
31,MOTOR_DISCRETE,86,0
31,MOTOR_DISCRETE,87,1
31,MOTOR_DISCRETE,88,1
31,MOTOR_DISCRETE,89,1
31,MOTOR_DISCRETE,90,0
31,MOTOR_DISCRETE,91,0
31,MOTOR_DISCRETE,92,1
31,MOTOR_DISCRETE,93,0
31,MOTOR_DISCRETE,94,0
31,MOTOR_DISCRETE,95,1
31,MOTOR_DISCRETE,96,1
31,MOTOR_DISCRETE,97,0
31,MOTOR_DISCRETE,98,0
31,MOTOR_DISCRETE,99,0
31,MOTOR_DISCRETE,100,1
32,MOTOR_DISCRETE,1,1
32,MOTOR_DISCRETE,2,0
32,MOTOR_DISCRETE,3,1
32,MOTOR_DISCRETE,4,0
32,MOTOR_DISCRETE,5,1
32,MOTOR_DISCRETE,6,0
32,MOTOR_DISCRETE,7,1
32,MOTOR_DISCRETE,8,0
32,MOTOR_DISCRETE,9,1
32,MOTOR_DISCRETE,10,0
32,MOTOR_DISCRETE,11,0
32,MOTOR_DISCRETE,12,1
32,MOTOR_DISCRETE,13,1
32,MOTOR_DISCRETE,14,0
32,MOTOR_DISCRETE,15,1
32,MOTOR_DISCRETE,16,1
32,MOTOR_DISCRETE,17,1
32,MOTOR_DISCRETE,18,1
32,MOTOR_DISCRETE,19,0
32,MOTOR_DISCRETE,20,0
32,MOTOR_DISCRETE,21,0
32,MOTOR_DISCRETE,22,0
32,MOTOR_DISCRETE,23,0
32,MOTOR_DISCRETE,24,1
32,MOTOR_DISCRETE,25,0
32,MOTOR_DISCRETE,26,0
32,MOTOR_DISCRETE,27,0
32,MOTOR_DISCRETE,28,1
32,MOTOR_DISCRETE,29,1
32,MOTOR_DISCRETE,30,1
32,MOTOR_DISCRETE,31,1
32,MOTOR_DISCRETE,32,0
32,MOTOR_DISCRETE,33,1
32,MOTOR_DISCRETE,34,1
32,MOTOR_DISCRETE,35,0
32,MOTOR_DISCRETE,36,1
32,MOTOR_DISCRETE,37,0
32,MOTOR_DISCRETE,38,0
32,MOTOR_DISCRETE,39,1
32,MOTOR_DISCRETE,40,0
32,MOTOR_DISCRETE,41,0
32,MOTOR_DISCRETE,42,1
32,MOTOR_DISCRETE,43,1
32,MOTOR_DISCRETE,44,0
32,MOTOR_DISCRETE,45,1
32,MOTOR_DISCRETE,46,0
32,MOTOR_DISCRETE,47,1
32,MOTOR_DISCRETE,48,0
32,MOTOR_DISCRETE,49,1
32,MOTOR_DISCRETE,50,1
32,MOTOR_DISCRETE,51,1
32,MOTOR_DISCRETE,52,1
32,MOTOR_DISCRETE,53,1
32,MOTOR_DISCRETE,54,0
32,MOTOR_DISCRETE,55,0
32,MOTOR_DISCRETE,56,0
32,MOTOR_DISCRETE,57,0
32,MOTOR_DISCRETE,58,0
32,MOTOR_DISCRETE,59,1
32,MOTOR_DISCRETE,60,0
32,MOTOR_DISCRETE,61,0
32,MOTOR_DISCRETE,62,1
32,MOTOR_DISCRETE,63,0
32,MOTOR_DISCRETE,64,1
32,MOTOR_DISCRETE,65,1
32,MOTOR_DISCRETE,66,0
32,MOTOR_DISCRETE,67,1
32,MOTOR_DISCRETE,68,0
32,MOTOR_DISCRETE,69,1
32,MOTOR_DISCRETE,70,1
32,MOTOR_DISCRETE,71,0
32,MOTOR_DISCRETE,72,1
32,MOTOR_DISCRETE,73,1
32,MOTOR_DISCRETE,74,1
32,MOTOR_DISCRETE,75,1
32,MOTOR_DISCRETE,76,0
32,MOTOR_DISCRETE,77,1
32,MOTOR_DISCRETE,78,0
32,MOTOR_DISCRETE,79,1
32,MOTOR_DISCRETE,80,0
32,MOTOR_DISCRETE,81,1
32,MOTOR_DISCRETE,82,1
32,MOTOR_DISCRETE,83,0
32,MOTOR_DISCRETE,84,1
32,MOTOR_DISCRETE,85,1
32,MOTOR_DISCRETE,86,0
32,MOTOR_DISCRETE,87,0
32,MOTOR_DISCRETE,88,0
32,MOTOR_DISCRETE,89,0
32,MOTOR_DISCRETE,90,0
32,MOTOR_DISCRETE,91,0
32,MOTOR_DISCRETE,92,1
32,MOTOR_DISCRETE,93,0
32,MOTOR_DISCRETE,94,1
32,MOTOR_DISCRETE,95,0
32,MOTOR_DISCRETE,96,1
32,MOTOR_DISCRETE,97,0
32,MOTOR_DISCRETE,98,1
32,MOTOR_DISCRETE,99,0
32,MOTOR_DISCRETE,100,0
33,MOTOR_DISCRETE,1,0
33,MOTOR_DISCRETE,2,1
33,MOTOR_DISCRETE,3,0
33,MOTOR_DISCRETE,4,1
33,MOTOR_DISCRETE,5,0
33,MOTOR_DISCRETE,6,1
33,MOTOR_DISCRETE,7,1
33,MOTOR_DISCRETE,8,0
33,MOTOR_DISCRETE,9,1
33,MOTOR_DISCRETE,10,0
33,MOTOR_DISCRETE,11,1
33,MOTOR_DISCRETE,12,1
33,MOTOR_DISCRETE,13,0
33,MOTOR_DISCRETE,14,1
33,MOTOR_DISCRETE,15,0
33,MOTOR_DISCRETE,16,1
33,MOTOR_DISCRETE,17,1
33,MOTOR_DISCRETE,18,0
33,MOTOR_DISCRETE,19,0
33,MOTOR_DISCRETE,20,0
33,MOTOR_DISCRETE,21,0
33,MOTOR_DISCRETE,22,1
33,MOTOR_DISCRETE,23,1
33,MOTOR_DISCRETE,24,0
33,MOTOR_DISCRETE,25,1
33,MOTOR_DISCRETE,26,1
33,MOTOR_DISCRETE,27,1
33,MOTOR_DISCRETE,28,0
33,MOTOR_DISCRETE,29,0
33,MOTOR_DISCRETE,30,1
33,MOTOR_DISCRETE,31,0
33,MOTOR_DISCRETE,32,1
33,MOTOR_DISCRETE,33,0
33,MOTOR_DISCRETE,34,1
33,MOTOR_DISCRETE,35,0
33,MOTOR_DISCRETE,36,1
33,MOTOR_DISCRETE,37,0
33,MOTOR_DISCRETE,38,0
33,MOTOR_DISCRETE,39,1
33,MOTOR_DISCRETE,40,1
33,MOTOR_DISCRETE,41,0
33,MOTOR_DISCRETE,42,0
33,MOTOR_DISCRETE,43,1
33,MOTOR_DISCRETE,44,0
33,MOTOR_DISCRETE,45,0
33,MOTOR_DISCRETE,46,1
33,MOTOR_DISCRETE,47,0
33,MOTOR_DISCRETE,48,0
33,MOTOR_DISCRETE,49,0
33,MOTOR_DISCRETE,50,1
33,MOTOR_DISCRETE,51,1
33,MOTOR_DISCRETE,52,0
33,MOTOR_DISCRETE,53,1
33,MOTOR_DISCRETE,54,0
33,MOTOR_DISCRETE,55,1
33,MOTOR_DISCRETE,56,1
33,MOTOR_DISCRETE,57,0
33,MOTOR_DISCRETE,58,1
33,MOTOR_DISCRETE,59,0
33,MOTOR_DISCRETE,60,0
33,MOTOR_DISCRETE,61,1
33,MOTOR_DISCRETE,62,0
33,MOTOR_DISCRETE,63,1
33,MOTOR_DISCRETE,64,0
33,MOTOR_DISCRETE,65,1
33,MOTOR_DISCRETE,66,0
33,MOTOR_DISCRETE,67,1
33,MOTOR_DISCRETE,68,1
33,MOTOR_DISCRETE,69,0
33,MOTOR_DISCRETE,70,1
33,MOTOR_DISCRETE,71,1
33,MOTOR_DISCRETE,72,1
33,MOTOR_DISCRETE,73,0
33,MOTOR_DISCRETE,74,1
33,MOTOR_DISCRETE,75,1
33,MOTOR_DISCRETE,76,1
33,MOTOR_DISCRETE,77,1
33,MOTOR_DISCRETE,78,1
33,MOTOR_DISCRETE,79,0
33,MOTOR_DISCRETE,80,1
33,MOTOR_DISCRETE,81,0
33,MOTOR_DISCRETE,82,1
33,MOTOR_DISCRETE,83,0
33,MOTOR_DISCRETE,84,0
33,MOTOR_DISCRETE,85,1
33,MOTOR_DISCRETE,86,1
33,MOTOR_DISCRETE,87,0
33,MOTOR_DISCRETE,88,0
33,MOTOR_DISCRETE,89,1
33,MOTOR_DISCRETE,90,1
33,MOTOR_DISCRETE,91,1
33,MOTOR_DISCRETE,92,1
33,MOTOR_DISCRETE,93,0
33,MOTOR_DISCRETE,94,1
33,MOTOR_DISCRETE,95,0
33,MOTOR_DISCRETE,96,0
33,MOTOR_DISCRETE,97,1
33,MOTOR_DISCRETE,98,1
33,MOTOR_DISCRETE,99,1
33,MOTOR_DISCRETE,100,0
34,MOTOR_DISCRETE,1,0
34,MOTOR_DISCRETE,2,0
34,MOTOR_DISCRETE,3,0
34,MOTOR_DISCRETE,4,1
34,MOTOR_DISCRETE,5,0
34,MOTOR_DISCRETE,6,1
34,MOTOR_DISCRETE,7,0
34,MOTOR_DISCRETE,8,0
34,MOTOR_DISCRETE,9,1
34,MOTOR_DISCRETE,10,0
34,MOTOR_DISCRETE,11,1
34,MOTOR_DISCRETE,12,0
34,MOTOR_DISCRETE,13,0
34,MOTOR_DISCRETE,14,1
34,MOTOR_DISCRETE,15,0
34,MOTOR_DISCRETE,16,1
34,MOTOR_DISCRETE,17,0
34,MOTOR_DISCRETE,18,1
34,MOTOR_DISCRETE,19,0
34,MOTOR_DISCRETE,20,1
34,MOTOR_DISCRETE,21,0
34,MOTOR_DISCRETE,22,1
34,MOTOR_DISCRETE,23,1
34,MOTOR_DISCRETE,24,0
34,MOTOR_DISCRETE,25,1
34,MOTOR_DISCRETE,26,0
34,MOTOR_DISCRETE,27,1
34,MOTOR_DISCRETE,28,0
34,MOTOR_DISCRETE,29,1
34,MOTOR_DISCRETE,30,1
34,MOTOR_DISCRETE,31,1
34,MOTOR_DISCRETE,32,1
34,MOTOR_DISCRETE,33,0
34,MOTOR_DISCRETE,34,1
34,MOTOR_DISCRETE,35,0
34,MOTOR_DISCRETE,36,1
34,MOTOR_DISCRETE,37,0
34,MOTOR_DISCRETE,38,1
34,MOTOR_DISCRETE,39,0
34,MOTOR_DISCRETE,40,1
34,MOTOR_DISCRETE,41,1
34,MOTOR_DISCRETE,42,1
34,MOTOR_DISCRETE,43,0
34,MOTOR_DISCRETE,44,1
34,MOTOR_DISCRETE,45,0
34,MOTOR_DISCRETE,46,1
34,MOTOR_DISCRETE,47,0
34,MOTOR_DISCRETE,48,1
34,MOTOR_DISCRETE,49,0
34,MOTOR_DISCRETE,50,1
34,MOTOR_DISCRETE,51,0
34,MOTOR_DISCRETE,52,1
34,MOTOR_DISCRETE,53,1
34,MOTOR_DISCRETE,54,0
34,MOTOR_DISCRETE,55,1
34,MOTOR_DISCRETE,56,0
34,MOTOR_DISCRETE,57,0
34,MOTOR_DISCRETE,58,1
34,MOTOR_DISCRETE,59,0
34,MOTOR_DISCRETE,60,1
34,MOTOR_DISCRETE,61,1
34,MOTOR_DISCRETE,62,1
34,MOTOR_DISCRETE,63,0
34,MOTOR_DISCRETE,64,1
34,MOTOR_DISCRETE,65,1
34,MOTOR_DISCRETE,66,0
34,MOTOR_DISCRETE,67,0
34,MOTOR_DISCRETE,68,1
34,MOTOR_DISCRETE,69,0
34,MOTOR_DISCRETE,70,0
34,MOTOR_DISCRETE,71,0
34,MOTOR_DISCRETE,72,0
34,MOTOR_DISCRETE,73,1
34,MOTOR_DISCRETE,74,0
34,MOTOR_DISCRETE,75,1
34,MOTOR_DISCRETE,76,1
34,MOTOR_DISCRETE,77,0
34,MOTOR_DISCRETE,78,0
34,MOTOR_DISCRETE,79,1
34,MOTOR_DISCRETE,80,1
34,MOTOR_DISCRETE,81,1
34,MOTOR_DISCRETE,82,1
34,MOTOR_DISCRETE,83,0
34,MOTOR_DISCRETE,84,0
34,MOTOR_DISCRETE,85,1
34,MOTOR_DISCRETE,86,0
34,MOTOR_DISCRETE,87,1
34,MOTOR_DISCRETE,88,0
34,MOTOR_DISCRETE,89,0
34,MOTOR_DISCRETE,90,0
34,MOTOR_DISCRETE,91,1
34,MOTOR_DISCRETE,92,1
34,MOTOR_DISCRETE,93,1
34,MOTOR_DISCRETE,94,0
34,MOTOR_DISCRETE,95,1
34,MOTOR_DISCRETE,96,0
34,MOTOR_DISCRETE,97,1
34,MOTOR_DISCRETE,98,0
34,MOTOR_DISCRETE,99,0
34,MOTOR_DISCRETE,100,1
35,MOTOR_DISCRETE,1,0
35,MOTOR_DISCRETE,2,1
35,MOTOR_DISCRETE,3,0
35,MOTOR_DISCRETE,4,0
35,MOTOR_DISCRETE,5,1
35,MOTOR_DISCRETE,6,0
35,MOTOR_DISCRETE,7,1
35,MOTOR_DISCRETE,8,0
35,MOTOR_DISCRETE,9,1
35,MOTOR_DISCRETE,10,0
35,MOTOR_DISCRETE,11,1
35,MOTOR_DISCRETE,12,0
35,MOTOR_DISCRETE,13,0
35,MOTOR_DISCRETE,14,1
35,MOTOR_DISCRETE,15,0
35,MOTOR_DISCRETE,16,0
35,MOTOR_DISCRETE,17,1
35,MOTOR_DISCRETE,18,1
35,MOTOR_DISCRETE,19,0
35,MOTOR_DISCRETE,20,0
35,MOTOR_DISCRETE,21,1
35,MOTOR_DISCRETE,22,0
35,MOTOR_DISCRETE,23,1
35,MOTOR_DISCRETE,24,0
35,MOTOR_DISCRETE,25,1
35,MOTOR_DISCRETE,26,0
35,MOTOR_DISCRETE,27,1
35,MOTOR_DISCRETE,28,0
35,MOTOR_DISCRETE,29,1
35,MOTOR_DISCRETE,30,1
35,MOTOR_DISCRETE,31,1
35,MOTOR_DISCRETE,32,0
35,MOTOR_DISCRETE,33,1
35,MOTOR_DISCRETE,34,0
35,MOTOR_DISCRETE,35,1
35,MOTOR_DISCRETE,36,0
35,MOTOR_DISCRETE,37,0
35,MOTOR_DISCRETE,38,1
35,MOTOR_DISCRETE,39,1
35,MOTOR_DISCRETE,40,0
35,MOTOR_DISCRETE,41,0
35,MOTOR_DISCRETE,42,1
35,MOTOR_DISCRETE,43,0
35,MOTOR_DISCRETE,44,0
35,MOTOR_DISCRETE,45,1
35,MOTOR_DISCRETE,46,0
35,MOTOR_DISCRETE,47,0
35,MOTOR_DISCRETE,48,0
35,MOTOR_DISCRETE,49,1
35,MOTOR_DISCRETE,50,1
35,MOTOR_DISCRETE,51,0
35,MOTOR_DISCRETE,52,1
35,MOTOR_DISCRETE,53,0
35,MOTOR_DISCRETE,54,0
35,MOTOR_DISCRETE,55,1
35,MOTOR_DISCRETE,56,0
35,MOTOR_DISCRETE,57,1
35,MOTOR_DISCRETE,58,0
35,MOTOR_DISCRETE,59,1
35,MOTOR_DISCRETE,60,0
35,MOTOR_DISCRETE,61,0
35,MOTOR_DISCRETE,62,1
35,MOTOR_DISCRETE,63,1
35,MOTOR_DISCRETE,64,0
35,MOTOR_DISCRETE,65,1
35,MOTOR_DISCRETE,66,0
35,MOTOR_DISCRETE,67,1
35,MOTOR_DISCRETE,68,1
35,MOTOR_DISCRETE,69,0
35,MOTOR_DISCRETE,70,1
35,MOTOR_DISCRETE,71,0
35,MOTOR_DISCRETE,72,1
35,MOTOR_DISCRETE,73,0
35,MOTOR_DISCRETE,74,1
35,MOTOR_DISCRETE,75,1
35,MOTOR_DISCRETE,76,0
35,MOTOR_DISCRETE,77,1
35,MOTOR_DISCRETE,78,0
35,MOTOR_DISCRETE,79,1
35,MOTOR_DISCRETE,80,0
35,MOTOR_DISCRETE,81,1
35,MOTOR_DISCRETE,82,0
35,MOTOR_DISCRETE,83,1
35,MOTOR_DISCRETE,84,0
35,MOTOR_DISCRETE,85,1
35,MOTOR_DISCRETE,86,0
35,MOTOR_DISCRETE,87,1
35,MOTOR_DISCRETE,88,0
35,MOTOR_DISCRETE,89,0
35,MOTOR_DISCRETE,90,1
35,MOTOR_DISCRETE,91,0
35,MOTOR_DISCRETE,92,1
35,MOTOR_DISCRETE,93,0
35,MOTOR_DISCRETE,94,1
35,MOTOR_DISCRETE,95,1
35,MOTOR_DISCRETE,96,0
35,MOTOR_DISCRETE,97,0
35,MOTOR_DISCRETE,98,1
35,MOTOR_DISCRETE,99,0
35,MOTOR_DISCRETE,100,1
36,MOTOR_DISCRETE,1,1
36,MOTOR_DISCRETE,2,0
36,MOTOR_DISCRETE,3,1
36,MOTOR_DISCRETE,4,1
36,MOTOR_DISCRETE,5,0
36,MOTOR_DISCRETE,6,1
36,MOTOR_DISCRETE,7,0
36,MOTOR_DISCRETE,8,1
36,MOTOR_DISCRETE,9,0
36,MOTOR_DISCRETE,10,0
36,MOTOR_DISCRETE,11,1
36,MOTOR_DISCRETE,12,0
36,MOTOR_DISCRETE,13,0
36,MOTOR_DISCRETE,14,1
36,MOTOR_DISCRETE,15,1
36,MOTOR_DISCRETE,16,1
36,MOTOR_DISCRETE,17,1
36,MOTOR_DISCRETE,18,0
36,MOTOR_DISCRETE,19,0
36,MOTOR_DISCRETE,20,1
36,MOTOR_DISCRETE,21,1
36,MOTOR_DISCRETE,22,0
36,MOTOR_DISCRETE,23,1
36,MOTOR_DISCRETE,24,0
36,MOTOR_DISCRETE,25,1
36,MOTOR_DISCRETE,26,0
36,MOTOR_DISCRETE,27,1
36,MOTOR_DISCRETE,28,0
36,MOTOR_DISCRETE,29,1
36,MOTOR_DISCRETE,30,0
36,MOTOR_DISCRETE,31,0
36,MOTOR_DISCRETE,32,1
36,MOTOR_DISCRETE,33,1
36,MOTOR_DISCRETE,34,1
36,MOTOR_DISCRETE,35,0
36,MOTOR_DISCRETE,36,1
36,MOTOR_DISCRETE,37,0
36,MOTOR_DISCRETE,38,1
36,MOTOR_DISCRETE,39,1
36,MOTOR_DISCRETE,40,1
36,MOTOR_DISCRETE,41,0
36,MOTOR_DISCRETE,42,1
36,MOTOR_DISCRETE,43,1
36,MOTOR_DISCRETE,44,0
36,MOTOR_DISCRETE,45,1
36,MOTOR_DISCRETE,46,0
36,MOTOR_DISCRETE,47,0
36,MOTOR_DISCRETE,48,1
36,MOTOR_DISCRETE,49,0
36,MOTOR_DISCRETE,50,1
36,MOTOR_DISCRETE,51,1
36,MOTOR_DISCRETE,52,1
36,MOTOR_DISCRETE,53,1
36,MOTOR_DISCRETE,54,0
36,MOTOR_DISCRETE,55,0
36,MOTOR_DISCRETE,56,0
36,MOTOR_DISCRETE,57,1
36,MOTOR_DISCRETE,58,0
36,MOTOR_DISCRETE,59,0
36,MOTOR_DISCRETE,60,1
36,MOTOR_DISCRETE,61,0
36,MOTOR_DISCRETE,62,1
36,MOTOR_DISCRETE,63,1
36,MOTOR_DISCRETE,64,0
36,MOTOR_DISCRETE,65,1
36,MOTOR_DISCRETE,66,1
36,MOTOR_DISCRETE,67,0
36,MOTOR_DISCRETE,68,1
36,MOTOR_DISCRETE,69,0
36,MOTOR_DISCRETE,70,1
36,MOTOR_DISCRETE,71,0
36,MOTOR_DISCRETE,72,1
36,MOTOR_DISCRETE,73,1
36,MOTOR_DISCRETE,74,0
36,MOTOR_DISCRETE,75,1
36,MOTOR_DISCRETE,76,0
36,MOTOR_DISCRETE,77,1
36,MOTOR_DISCRETE,78,0
36,MOTOR_DISCRETE,79,0
36,MOTOR_DISCRETE,80,0
36,MOTOR_DISCRETE,81,1
36,MOTOR_DISCRETE,82,0
36,MOTOR_DISCRETE,83,1
36,MOTOR_DISCRETE,84,1
36,MOTOR_DISCRETE,85,0
36,MOTOR_DISCRETE,86,0
36,MOTOR_DISCRETE,87,1
36,MOTOR_DISCRETE,88,1
36,MOTOR_DISCRETE,89,0
36,MOTOR_DISCRETE,90,1
36,MOTOR_DISCRETE,91,1
36,MOTOR_DISCRETE,92,0
36,MOTOR_DISCRETE,93,1
36,MOTOR_DISCRETE,94,1
36,MOTOR_DISCRETE,95,1
36,MOTOR_DISCRETE,96,0
36,MOTOR_DISCRETE,97,0
36,MOTOR_DISCRETE,98,1
36,MOTOR_DISCRETE,99,0
36,MOTOR_DISCRETE,100,1
37,MOTOR_DISCRETE,1,1
37,MOTOR_DISCRETE,2,1
37,MOTOR_DISCRETE,3,0
37,MOTOR_DISCRETE,4,1
37,MOTOR_DISCRETE,5,0
37,MOTOR_DISCRETE,6,1
37,MOTOR_DISCRETE,7,0
37,MOTOR_DISCRETE,8,1
37,MOTOR_DISCRETE,9,1
37,MOTOR_DISCRETE,10,1
37,MOTOR_DISCRETE,11,1
37,MOTOR_DISCRETE,12,0
37,MOTOR_DISCRETE,13,1
37,MOTOR_DISCRETE,14,0
37,MOTOR_DISCRETE,15,0
37,MOTOR_DISCRETE,16,0
37,MOTOR_DISCRETE,17,1
37,MOTOR_DISCRETE,18,1
37,MOTOR_DISCRETE,19,0
37,MOTOR_DISCRETE,20,1
37,MOTOR_DISCRETE,21,1
37,MOTOR_DISCRETE,22,1
37,MOTOR_DISCRETE,23,1
37,MOTOR_DISCRETE,24,0
37,MOTOR_DISCRETE,25,0
37,MOTOR_DISCRETE,26,0
37,MOTOR_DISCRETE,27,0
37,MOTOR_DISCRETE,28,0
37,MOTOR_DISCRETE,29,1
37,MOTOR_DISCRETE,30,0
37,MOTOR_DISCRETE,31,0
37,MOTOR_DISCRETE,32,1
37,MOTOR_DISCRETE,33,0
37,MOTOR_DISCRETE,34,1
37,MOTOR_DISCRETE,35,0
37,MOTOR_DISCRETE,36,1
37,MOTOR_DISCRETE,37,0
37,MOTOR_DISCRETE,38,0
37,MOTOR_DISCRETE,39,1
37,MOTOR_DISCRETE,40,1
37,MOTOR_DISCRETE,41,0
37,MOTOR_DISCRETE,42,1
37,MOTOR_DISCRETE,43,1
37,MOTOR_DISCRETE,44,0
37,MOTOR_DISCRETE,45,0
37,MOTOR_DISCRETE,46,1
37,MOTOR_DISCRETE,47,1
37,MOTOR_DISCRETE,48,1
37,MOTOR_DISCRETE,49,0
37,MOTOR_DISCRETE,50,0
37,MOTOR_DISCRETE,51,1
37,MOTOR_DISCRETE,52,1
37,MOTOR_DISCRETE,53,0
37,MOTOR_DISCRETE,54,1
37,MOTOR_DISCRETE,55,0
37,MOTOR_DISCRETE,56,0
37,MOTOR_DISCRETE,57,0
37,MOTOR_DISCRETE,58,1
37,MOTOR_DISCRETE,59,0
37,MOTOR_DISCRETE,60,1
37,MOTOR_DISCRETE,61,0
37,MOTOR_DISCRETE,62,1
37,MOTOR_DISCRETE,63,0
37,MOTOR_DISCRETE,64,1
37,MOTOR_DISCRETE,65,0
37,MOTOR_DISCRETE,66,0
37,MOTOR_DISCRETE,67,0
37,MOTOR_DISCRETE,68,1
37,MOTOR_DISCRETE,69,1
37,MOTOR_DISCRETE,70,0
37,MOTOR_DISCRETE,71,0
37,MOTOR_DISCRETE,72,1
37,MOTOR_DISCRETE,73,1
37,MOTOR_DISCRETE,74,0
37,MOTOR_DISCRETE,75,0
37,MOTOR_DISCRETE,76,1
37,MOTOR_DISCRETE,77,0
37,MOTOR_DISCRETE,78,0
37,MOTOR_DISCRETE,79,1
37,MOTOR_DISCRETE,80,0
37,MOTOR_DISCRETE,81,1
37,MOTOR_DISCRETE,82,0
37,MOTOR_DISCRETE,83,1
37,MOTOR_DISCRETE,84,0
37,MOTOR_DISCRETE,85,0
37,MOTOR_DISCRETE,86,1
37,MOTOR_DISCRETE,87,1
37,MOTOR_DISCRETE,88,1
37,MOTOR_DISCRETE,89,0
37,MOTOR_DISCRETE,90,0
37,MOTOR_DISCRETE,91,1
37,MOTOR_DISCRETE,92,1
37,MOTOR_DISCRETE,93,0
37,MOTOR_DISCRETE,94,1
37,MOTOR_DISCRETE,95,1
37,MOTOR_DISCRETE,96,0
37,MOTOR_DISCRETE,97,1
37,MOTOR_DISCRETE,98,1
37,MOTOR_DISCRETE,99,1
37,MOTOR_DISCRETE,100,1
38,MOTOR_DISCRETE,1,0
38,MOTOR_DISCRETE,2,1
38,MOTOR_DISCRETE,3,0
38,MOTOR_DISCRETE,4,1
38,MOTOR_DISCRETE,5,1
38,MOTOR_DISCRETE,6,0
38,MOTOR_DISCRETE,7,0
38,MOTOR_DISCRETE,8,1
38,MOTOR_DISCRETE,9,0
38,MOTOR_DISCRETE,10,0
38,MOTOR_DISCRETE,11,1
38,MOTOR_DISCRETE,12,1
38,MOTOR_DISCRETE,13,0
38,MOTOR_DISCRETE,14,0
38,MOTOR_DISCRETE,15,1
38,MOTOR_DISCRETE,16,1
38,MOTOR_DISCRETE,17,0
38,MOTOR_DISCRETE,18,0
38,MOTOR_DISCRETE,19,1
38,MOTOR_DISCRETE,20,0
38,MOTOR_DISCRETE,21,0
38,MOTOR_DISCRETE,22,1
38,MOTOR_DISCRETE,23,1
38,MOTOR_DISCRETE,24,0
38,MOTOR_DISCRETE,25,1
38,MOTOR_DISCRETE,26,0
38,MOTOR_DISCRETE,27,1
38,MOTOR_DISCRETE,28,0
38,MOTOR_DISCRETE,29,1
